3	550.667	519.667	0.943705	93	89
6	1152	1150	0.998264	99	85
9	1166	1166.33	1.00029	98	85
12	597.667	584.667	0.978249	29	84
15	0	0	-nan	29	84
18	0	0	-nan	29	84
21	0	0	-nan	29	84
24	40.6667	15	0.368852	5	84
27	154.667	76	0.491379	12	84
30	165.333	147.333	0.891129	13	84
33	153.333	129.667	0.845652	12	84
36	173.667	157.333	0.90595	17	84
39	164.667	144.333	0.876518	19	84
42	166.333	149.667	0.8998	10	84
3	550.667	519.667	0.943705	93	89
6	1152	1150	0.998264	99	85
9	1166	1166.33	1.00029	98	85
12	894.333	737.333	0.82445	101	84
15	693	306.667	0.44252	109	84
18	716.333	270.667	0.37785	117	84
21	900.667	373.667	0.414878	175	83
24	1990	1040	0.522613	362	83
27	1942	954.667	0.491589	285	83
30	1896.67	847.333	0.446749	285	83
3	550.333	519.667	0.944276	93	89
6	1152	1150	0.998264	99	85
9	1166	1166.33	1.00029	98	85
12	473.333	461.667	0.975352	92	84
15	0	0	-nan	92	84
18	0	0	-nan	92	84
21	0	0	-nan	92	84
24	157	29	0.184713	93	84
27	403	134.333	0.333333	97	84
30	397.667	111.667	0.280805	101	84
33	446	143	0.320628	105	84
36	468.667	146	0.311522	109	84
39	459	139	0.302832	113	84
42	489	154.333	0.31561	118	84
