3	94.6667	94.6667	1	2	0
6	244	244	1	2	0
9	375.333	375.333	1	2	0
12	253.667	253.667	1	2	0
15	31.3333	30.6667	0.978723	2	0
18	28.3333	28	0.988235	2	0
21	24.3333	23.6667	0.972603	2	0
24	21	21	1	2	0
27	12.3333	12.3333	1	2	0
30	7.33333	7.33333	1	2	0
33	5	5	1	2	0
36	2.66667	2.66667	1	2	0
39	3.33333	3.33333	1	2	0
42	2.66667	2.66667	1	2	0
3	94.6667	94.6667	1	2	0
6	244	244	1	2	0
9	375.333	375.333	1	2	0
12	270	269.333	0.997531	2	0
15	38.3333	38	0.991304	2	0
18	26.6667	26.6667	1	2	0
21	20.6667	20.6667	1	2	0
24	15	15	1	2	0
27	10.6667	10.6667	1	2	0
30	8	8	1	2	0
3	94.6667	94.6667	1	2	0
6	244	244	1	2	0
9	375.333	375.333	1	2	0
12	274.667	274.667	1	2	0
15	27	27	1	2	0
18	0.666667	0.666667	1	2	0
21	0	0	-nan	2	0
24	0	0	-nan	2	0
27	0	0	-nan	2	0
30	0	0	-nan	2	0
33	0	0	-nan	2	0
36	0	0	-nan	2	0
39	0	0	-nan	2	0
42	0	0	-nan	2	0
