3	536.333	536.333	1	2	0
6	1150.33	1150.33	1	2	0
9	1165.67	1165.67	1	2	0
12	568.333	568.333	1	2	0
15	0	0	-nan	2	0
18	0	0	-nan	2	0
21	0	0	-nan	2	0
24	16	16	1	2	0
27	76.3333	76.3333	1	2	0
30	148.667	148.667	1	2	0
33	130	130	1	2	0
36	156.333	156.333	1	2	0
39	145	145	1	2	0
42	147.333	147.333	1	2	0
3	536.333	536.333	1	2	0
6	1150.33	1150.33	1	2	0
9	1165.67	1165.67	1	2	0
12	724.333	724.333	1	2	0
15	308	308	1	2	0
18	268	268	1	2	0
21	382	382	1	2	0
24	1050.67	1050.67	1	2	0
27	945.667	945.667	1	2	0
30	846.333	846.333	1	2	0
3	536.333	536.333	1	2	0
6	1150.33	1150.33	1	2	0
9	1165.67	1165.67	1	2	0
12	445.333	445.333	1	2	0
15	0	0	-nan	2	0
18	0	0	-nan	2	0
21	0	0	-nan	2	0
24	31.3333	31.3333	1	2	0
27	134	134	1	2	0
30	111.667	111.667	1	2	0
33	143	143	1	2	0
36	145.333	145.333	1	2	0
39	140	140	1	2	0
42	153.667	153.667	1	2	0
