3	135	135	1	2	0
6	369.333	369.333	1	2	0
9	1122.67	1122.67	1	2	0
12	611.667	611.667	1	2	0
15	0	0	-nan	2	0
18	0	0	-nan	2	0
21	0	0	-nan	2	0
24	6	6	1	2	0
27	90.3333	90.3333	1	2	0
30	106	106	1	2	0
33	116.667	116.667	1	2	0
36	116	116	1	2	0
39	111.333	111.333	1	2	0
42	118	118	1	2	0
3	135	135	1	2	0
6	369.333	369.333	1	2	0
9	1122.67	1122.67	1	2	0
12	836.333	836.333	1	2	0
15	585	585	1	2	0
18	795.667	795.667	1	2	0
21	891.333	891.333	1	2	0
24	454.667	454.667	1	2	0
27	647	647	1	2	0
30	659	659	1	2	0
3	135	135	1	2	0
6	369.333	369.333	1	2	0
9	1122.67	1122.67	1	2	0
12	889.667	889.667	1	2	0
15	1156	1156	1	2	0
18	1164	1164	1	2	0
21	1134	1134	1	2	0
24	282.333	282.333	1	2	0
27	206.333	206.333	1	2	0
30	186.667	186.667	1	2	0
33	176.667	176.667	1	2	0
36	176	176	1	2	0
39	170.667	170.667	1	2	0
42	215.667	215.667	1	2	0
