3	98.3333	90	0.915254	25	120
6	247.667	240.333	0.97039	47	123
9	381.667	377	0.987773	61	123
12	262.667	254.667	0.969543	25	139
15	52.6667	28	0.531646	25	158
18	38.6667	29.6667	0.767241	25	177
21	24.3333	23.6667	0.972603	21	191
24	21	23	1.09524	15	204
27	13.3333	14.6667	1.1	8	212
30	8.33333	8.66667	1.04	5	217
33	5.33333	5.33333	1	5	219
36	3.33333	3	0.9	4	221
39	3.33333	3	0.9	3	222
42	2.66667	2.66667	1	3	224
3	98.3333	90	0.915254	25	120
6	247.667	240.333	0.97039	47	123
9	381.667	377	0.987773	61	123
12	271.667	264.333	0.973006	61	145
15	58	42	0.724138	44	171
18	42	27.6667	0.65873	31	187
21	30	22.3333	0.744444	22	199
24	20	17	0.85	15	208
27	13	11.3333	0.871795	10	213
30	8.66667	8.33333	0.961538	7	217
3	98	90	0.918367	25	120
6	247.667	240.333	0.97039	47	123
9	381.667	377	0.987773	61	123
12	275.667	267.667	0.970979	61	145
15	87	40.3333	0.463602	39	157
18	1	1	1	36	157
21	0	0	-nan	36	157
24	0	0	-nan	36	157
27	0	0	-nan	36	157
30	0	0	-nan	36	157
33	0	0	-nan	36	157
36	0	0	-nan	36	157
39	0	0	-nan	36	157
42	0	0	-nan	36	157
