1	0	0	-nan	0	0
2	16.2	10.6	0.654321	0	117
1	0	0	-nan	0	0
2	16.2	10.6	0.654321	0	117
3	48.9	48.6	0.993865	0	142
4	46.8	47.2	1.00855	27	135
5	41.8	42.3	1.01196	24	133
6	37.9	38.4	1.01319	26	131
7	36.5	36.4	0.99726	23	130
8	32.1	32.6	1.01558	23	129
9	32.8	32.8	1	21	128
1	0	0	-nan	0	0
2	16.2	10.6	0.654321	0	117
3	48.9	48.6	0.993865	0	142
4	46.8	47.2	1.00855	27	135
5	41.8	42.3	1.01196	24	133
6	37.9	38.4	1.01319	26	131
7	36.5	36.4	0.99726	23	130
8	32.1	32.6	1.01558	23	129
9	32.8	32.8	1	21	128
1	0	0	-nan	0	0
2	16.2	10.6	0.654321	0	117
3	48.9	48.6	0.993865	0	142
4	46.8	47.2	1.00855	27	135
5	41.8	42.3	1.01196	24	133
6	37.9	38.4	1.01319	26	131
7	36.5	36.4	0.99726	23	130
8	32.1	32.6	1.01558	23	129
9	32.8	32.8	1	21	128
3	98	90	0.918367	12	120
6	247.667	240.333	0.97039	12	123
9	381.667	377	0.987773	23	123
12	270.333	263	0.972873	30	144
15	58	26.3333	0.454023	23	162
3	98.3333	90	0.915254	0	120
6	247.667	240.333	0.97039	0	123
3	98.3333	90	0.915254	0	120
6	247.667	240.333	0.97039	0	123
9	381.667	377	0.987773	0	123
12	270.333	263	0.972873	0	144
15	58	26.3333	0.454023	0	162
18	35.6667	13.3333	0.373832	0	170
21	35.3333	16.6667	0.471698	0	181
24	23.6667	12.6667	0.535211	0	188
27	19.6667	11.3333	0.576271	0	195
30	11.6667	7	0.6	0	199
33	1.66667	0.333333	0.2	0	199
36	0	0	-nan	0	199
39	0	0	-nan	0	199
42	0.333333	0	0	0	199
