1	0	0	-nan	0	0
2	87.4	73.2	0.837529	0	62
1	0	0	-nan	0	0
2	87.4	73.2	0.837529	0	62
3	229.4	229.4	1	73	75
4	228.4	228.6	1.00088	70	70
5	229.9	229.8	0.999565	69	67
6	231.5	231.2	0.998704	82	67
7	234.3	233.3	0.995732	76	66
8	224.6	225.6	1.00445	76	65
9	231.8	230.5	0.994392	74	65
1	0	0	-nan	0	0
2	87.4	73.2	0.837529	0	62
3	229.4	229.4	1	73	75
4	228.4	228.6	1.00088	70	70
5	229.9	229.8	0.999565	69	67
6	231.5	231.2	0.998704	82	67
7	234.3	233.3	0.995732	76	66
8	224.6	225.6	1.00445	76	65
9	231.8	230.5	0.994392	74	65
1	0	0	-nan	0	0
2	87.4	73.2	0.837529	0	62
3	229.4	229.4	1	73	75
4	228.4	228.6	1.00088	70	70
5	229.9	229.8	0.999565	69	67
6	231.5	231.2	0.998704	82	67
7	234.3	233.3	0.995732	76	66
8	224.6	225.6	1.00445	76	65
9	231.8	230.5	0.994392	74	65
