1	0	0	-nan	0	0
2	37.2	33.9	0.91129	0	39
1	0	0	-nan	0	0
2	37.2	33.9	0.91129	0	39
3	115.1	114.7	0.996525	0	40
4	113.1	112.6	0.995579	0	40
5	115.1	114.6	0.995656	0	40
6	115.3	115.1	0.998265	0	40
7	117.3	117.3	1	0	40
8	107.6	107.7	1.00093	0	40
9	116.1	116	0.999139	0	40
1	0	0	-nan	0	0
2	37.2	33.9	0.91129	0	39
3	115.1	114.7	0.996525	0	40
4	113.1	112.6	0.995579	0	40
5	115.1	114.6	0.995656	0	40
6	115.3	115.1	0.998265	0	40
7	117.3	117.3	1	0	40
8	107.6	107.7	1.00093	0	40
9	116.1	116	0.999139	0	40
1	0	0	-nan	0	0
2	37.2	33.9	0.91129	0	39
3	115.1	114.7	0.996525	0	40
4	113.1	112.6	0.995579	0	40
5	115.1	114.6	0.995656	0	40
6	115.3	115.1	0.998265	0	40
7	117.3	117.3	1	0	40
8	107.6	107.7	1.00093	0	40
9	116.1	116	0.999139	0	40
