1	0	0	-nan	0	0
2	7.8	7.8	1	0	0
1	0	0	-nan	0	0
2	7.8	7.8	1	0	0
3	17.1	17.1	1	0	0
4	20.9	20.9	1	0	0
5	31.4	31.4	1	0	0
6	39.4	39.4	1	0	0
7	44.4	44.4	1	0	0
8	42.1	42.1	1	0	0
9	50	50	1	0	0
1	0	0	-nan	0	0
2	7.8	7.8	1	0	0
3	17.1	17.1	1	0	0
4	20.9	20.9	1	0	0
5	31.4	31.4	1	0	0
6	39.4	39.4	1	0	0
7	44.4	44.4	1	0	0
8	42.1	42.1	1	0	0
9	50	50	1	0	0
1	0	0	-nan	0	0
2	7.8	7.8	1	0	0
3	17.1	17.1	1	0	0
4	20.9	20.9	1	0	0
5	31.4	31.4	1	0	0
6	39.4	39.4	1	0	0
7	44.4	44.4	1	0	0
8	42.1	42.1	1	0	0
9	50	50	1	0	0
3	0	0	-nan	0	0
6	0	0	-nan	0	0
9	0	0	-nan	0	0
12	646.667	646.667	1	0	0
15	1000	1000	1	0	0
3	0	0	-nan	0	0
6	0	0	-nan	0	0
3	0	0	-nan	0	0
6	0	0	-nan	0	0
9	0	0	-nan	0	0
12	646.667	646.667	1	0	0
15	1000	1000	1	0	0
18	1000	1000	1	0	0
21	1000	1000	1	0	0
24	1000	1000	1	0	0
27	1000	1000	1	0	0
30	1000	1000	1	0	0
33	1000	1000	1	0	0
36	1000	1000	1	0	0
39	1000	1000	1	0	0
42	1000	1000	1	0	0
