1	0	0	-nan	0	0
2	14.7	14.7	1	0	0
1	0	0	-nan	0	0
2	14.7	14.7	1	0	0
3	45.2	45.2	1	0	0
4	46.5	46.5	1	0	0
5	42.6	42.6	1	0	0
6	38.6	38.6	1	0	0
7	36.5	36.5	1	0	0
8	32.5	32.5	1	0	0
9	32.8	32.8	1	0	0
1	0	0	-nan	0	0
2	14.7	14.7	1	0	0
3	45.2	45.2	1	0	0
4	46.5	46.5	1	0	0
5	42.6	42.6	1	0	0
6	38.6	38.6	1	0	0
7	36.5	36.5	1	0	0
8	32.5	32.5	1	0	0
9	32.8	32.8	1	0	0
1	0	0	-nan	0	0
2	14.7	14.7	1	0	0
3	45.2	45.2	1	0	0
4	46.5	46.5	1	0	0
5	42.6	42.6	1	0	0
6	38.6	38.6	1	0	0
7	36.5	36.5	1	0	0
8	32.5	32.5	1	0	0
9	32.8	32.8	1	0	0
3	135	135	1	0	0
6	369.333	369.333	1	0	0
9	1122.67	1122.67	1	0	0
12	1132.67	1132.67	1	0	0
15	1118.67	1118.67	1	0	0
3	135	135	1	0	0
6	369.333	369.333	1	0	0
3	135	135	1	0	0
6	369.333	369.333	1	0	0
9	1122.67	1122.67	1	0	0
12	1132.67	1132.67	1	0	0
15	1118.67	1118.67	1	0	0
18	1128	1128	1	0	0
21	1133.67	1133.67	1	0	0
24	1115.67	1115.67	1	0	0
27	1126.67	1126.67	1	0	0
