1	0	0	-nan	0	0
2	47.5	47.5	1	0	0
1	0	0	-nan	0	0
2	47.5	47.5	1	0	0
3	113.4	113.4	1	0	0
4	114.2	114.2	1	0	0
5	115	115	1	0	0
6	115.9	115.9	1	0	0
7	117.2	117.2	1	0	0
8	117	117	1	0	0
9	115.5	115.5	1	0	0
1	0	0	-nan	0	0
2	47.5	47.5	1	0	0
3	113.4	113.4	1	0	0
4	114.2	114.2	1	0	0
5	115	115	1	0	0
6	115.9	115.9	1	0	0
7	117.2	117.2	1	0	0
8	117	117	1	0	0
9	115.5	115.5	1	0	0
1	0	0	-nan	0	0
2	47.5	47.5	1	0	0
3	113.4	113.4	1	0	0
4	114.2	114.2	1	0	0
5	115	115	1	0	0
6	115.9	115.9	1	0	0
7	117.2	117.2	1	0	0
8	117	117	1	0	0
9	115.5	115.5	1	0	0
3	536.333	536.333	1	0	0
6	1150.33	1150.33	1	0	0
9	1165.67	1165.67	1	0	0
12	1117	1117	1	0	0
15	1125.33	1125.33	1	0	0
3	536.333	536.333	1	0	0
6	1150.33	1150.33	1	0	0
3	536.333	536.333	1	0	0
6	1150.33	1150.33	1	0	0
9	1165.67	1165.67	1	0	0
12	1117	1117	1	0	0
15	1125.33	1125.33	1	0	0
18	1125.33	1125.33	1	0	0
21	1111	1111	1	0	0
24	1117	1117	1	0	0
27	1125	1125	1	0	0
