3	135	135	1	0	39
6	378.333	360	0.951542	0	39
9	1121.33	1124	1.00238	0	39
12	1133	1133	1	0	39
15	1117.33	1118.33	1.00089	0	39
3	135	135	1	0	39
6	378.333	360	0.951542	0	39
3	135	135	1	0	39
6	378.333	360	0.951542	0	39
9	1121.33	1124	1.00238	0	39
12	1133	1133	1	0	39
15	1117.33	1118.33	1.00089	0	39
18	1127.33	1128	1.00059	0	39
21	1135.67	1133.33	0.997945	0	39
24	1115.33	1116	1.0006	0	39
27	1127	1127	1	0	39
30	1136.33	1137	1.00059	0	39
33	1115.33	1114.67	0.999402	0	39
36	1125.67	1125.33	0.999704	0	39
39	1141	1141	1	0	39
42	1109.33	1111.67	1.0021	0	39
