3	550.667	519.667	0.943705	0	89
6	1152	1150	0.998264	0	85
9	1166	1166.33	1.00029	0	85
3	550.667	519.667	0.943705	0	89
6	1152	1150	0.998264	0	85
9	1166	1166.33	1.00029	0	85
12	1114.67	1116.67	1.00179	0	84
15	1127	1128.67	1.00148	0	84
18	1126	1120.67	0.995263	0	83
21	1110.67	1112.33	1.0015	0	83
24	1115	1117	1.00179	0	83
27	1127	1128.67	1.00148	0	83
30	1125.67	1120.33	0.995262	0	83
33	1111	1112.67	1.0015	0	83
36	1115.33	1117.33	1.00179	0	83
39	1126.33	1128	1.00148	0	83
42	1126	1120.67	0.995263	0	83
