3	94.6667	94.6667	1	0	38
6	244	244	1	0	39
9	379.667	372.667	0.981563	0	39
3	94.6667	94.6667	1	0	38
6	244	244	1	0	39
9	379.667	372.667	0.981563	0	39
12	932.333	925	0.992134	0	39
15	1057.67	1053.67	0.996218	0	39
18	1036.33	1041.33	1.00482	0	40
21	1035.33	1034.33	0.999034	0	40
24	1022.67	1022	0.999348	0	40
27	1020.67	1022.33	1.00163	0	40
30	1011.67	1011.67	1	0	40
33	1001.67	1001.67	1	0	40
36	1000	1000	1	0	40
39	1000	1000	1	0	40
42	1000.33	1000.33	1	0	40
